更新时间,#genre#
资产阶级的婊子,https://hd.ijycnd.com/play/9b6zVrlb/index.m3u8
江苏无锡大剧院,https://gctxyc.liveplay.myqcloud.com/gc/hkts07_1/index.m3u8
解说_小冉看电影,http://live.nctv.top/huya.php?id=17341907
解说_扁豆看电影,http://live.nctv.top/huya.php?id=16028551
CCTV11,https://play.kankanlive.com/live/1698423476198918.m3u8
张碧晨/赵丽颖 Ⅰ 望,https://vdse.bdstatic.com/25f5ae931f851bf09c48abaebe5d6f8d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2Fbeb15438a125af0e53bc38c98b3f304da2e2c0f1f61103ce81a9df486dc138a3
「广东」广州青少年广播,https://tv.iill.top/fm/729&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
「上海」第一财经广播,https://tv.iill.top/fm/370&token=fa3bd0471517100d30e10a4923f393c563d7adb0d69c2f757fde5f1399576902
车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
雍正王朝,http://zzy789.xyz/douyu1.php?id=6911044
刘关张三活宝,http://live.nctv.top/huya.php?id=29465871
夏雪夏雨夏冰雹,http://live.nctv.top/huya.php?id=11352872
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=a263bdc5a26cd01b57a80359-170493712215358&wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0
枣庄市中综合,http://1.94.31.214/php/qilu.php?id=zzszzh
四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
「斗鱼」FIFA,https://live.iill.top/douyu/7692166
浙江卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
凤凰传奇-华夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
无线星河,https://smt.1678520.xyz/smt3.2.1.php?id=Xinhe
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/hy/29465863.flv
[BD]cctv5,https://stream1.freetv.fun/cctv5-21.ctv
嘉峪关综合,http://play.kankanlive.com/live/1720583434627241.m3u8
Astrol Kplus,https://smt.go-iptv.ggff.net/smart.php?id=Kplus&token=Goiptv
赛事咪咕播30,http://rihou.cc:555/tv/[mg]咪咕播30
湖南卫视,http://z.b.bkpcp.top/m.php?id=hunws
魔法少女,http://live.nctv.top/huya.php?id=21059587
BS-TBS,https://smt.go-iptv.ggff.net/smart.php?id=bstbs_japan&token=Goiptv
电视剧七频道,http://cfss.cc/cdn/hy/21059630.m3u8
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg
fm891音乐播,http://iptv77.iptv66.eu.org:35455/bilibili/26544140
河北三民,http://8.138.7.223/tv/heb.php?id=00072
血小板呐呐,http://zzy789.xyz/douyu1.php?id=4285043
涞水电视台,http://8.138.7.223/tv/heb.php?id=0607
冰冰经典,http://zzy789.xyz/douyu1.php?id=74374
胡八一,http://live.nctv.top/huya.php?id=11352871
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
成都经济资讯,http://8.138.7.223/tv/cditv.php?id=cdjjzx
湄公河大案,http://live.nctv.top/huya.php?id=30080245
电影_嫣然影厅,http://live.nctv.top/huya.php?id=11601977
「湖南」芒果时空音乐台,https://tv.iill.top/fm/524&token=fa3bd0471517100d30e10a4923f393c563d7adb0d69c2f757fde5f1399576902
Astro爱奇sxtv,http://rihou.cc:555/tv/[SX]Astro爱奇
「斗鱼」JJ斗地主,https://live.iill.top/douyu/488743
电影_犯罪片,http://live.nctv.top/huya.php?id=11352974
「河北」武安融媒综合广播,https://tv.iill.top/fm/1493&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
医馆笑传,http://live.nctv.top/huya.php?id=11352891
「B站」第五人格,https://live.iill.top/bilibili/5555
仁寿综合,https://play.scrstv.com.cn/DT/live.m3u8?auth_key=60001724663204-0-0-c1cc4ded9841ac34f63cdbd3aec647ef
海南卫视,http://z.b.bkpcp.top/m.php?id=hinws
苏大强,http://live.nctv.top/huya.php?id=21059594
Jimmy吉米叽,http://live.nctv.top/huya.php?id=178489
MeWatch Ch 8,https://smt.go-iptv.ggff.net/smart.php?id=Mewatch_ch8&token=Goiptv
CCTV5+体育赛事,http://kkk.888.3116598.xyz/api.php?n=tttt&id=OWbZsv&tk=FgM0vQMejxvG
CGTN阿拉伯语,http://120.76.248.139/live/bfgd/4200000308.m3u8
Eleven一斯特,https://smt.go-iptv.ggff.net/smart.php?id=golfchannel_twn&token=Goiptv
德阳广汉综合,http://8.138.7.223/tv/sc.php?id=dy_gh1
南和综合,http://8.138.7.223/tv/heb.php?id=0506
西游记,http://live.nctv.top/huya.php?id=26355861
模特DJ,http://gcw.bdcdn.shoujiduoduo.com/201805/0247-477.mp4
埋堆堆25,http://live.nctv.top/huya.php?id=23903106
赛事咪咕播06,http://rihou.cc:555/tv/[mg]咪咕播06
斗鱼电视剧9,http://live.nctv.top/douyu.php?id=9285904
大湾区卫视,https://fn.130519.xyz/gddwq/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
As童话话话,http://live.nctv.top/douyu.php?id=528353
中华小当家,https://live.metshop.top/huya/11342413
国🔊腾播述评,http://rihou.cc:555/tv/26NBA腾述评
青海卫视FYtv,http://iptv.4666888.xyz/iptv2A.php?id=17
凤凰传奇-光芒,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042019&response=res&format=mp4&type=convert_url
无心法师,http://www.douzhicloud.site:35455/huya/30080233
西藏卫视,http://z.b.bkpcp.top/m.php?id=xzws
Better Life TV (720p),https://tgn.bozztv.com/betterlife/betterlife/betterlife/index.m3u8
武魂世界,http://live.nctv.top/huya.php?id=30357181
Pluto TV Paranormal,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5adf96e3e738977e2c31cb04/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b1455-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a6d0c5d3-d3a3-4e4b-acd3-5b277ebb8723
不良人6,http://live.nctv.top/huya.php?id=30080218
[BD]cctv1,https://stream1.freetv.fun/cctv1-29.ctv
玄幻剧场,http://live.nctv.top/huya.php?id=11342414
TPTV,https://smt.go-iptv.ggff.net/smart.php?id=tptv_pat&token=Goiptv
甘肃卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=BNB8JW&tk=FgM0vQMejxvG
成都大熊猫一号别墅A,https://gcwbndtxy.liveplay.myqcloud.com/gcwbnd/xiongmao09_2/index.m3u8
国🔊咪播评述,http://rihou.cc:555/tv/26WCBA咪评述
清河经济综艺,http://8.138.7.223/tv/heb.php?id=0509
欠你幸福（四国军棋）,http://live.nctv.top/douyu.php?id=280087
CCTV-09咪咕,http://t.061899.xyz/tl/tl.php?id=cctv9
WWE,https://smt.go-iptv.ggff.net/smart.php?id=Wwe&token=Goiptv
陈瑞-烛光里的妈妈,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1024266&response=res&format=mp4&type=convert_url
无线新闻,http://api.kkitv.itv888.vip:8080/streams/o0ey7z1y0y/index.m3u8
解说_冷君说电影,http://live.nctv.top/huya.php?id=16739452
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8
神雕侠侣频道,http://cfss.cc/cdn/hy/30454429.m3u8
「江西」中国交通广播,https://tv.iill.top/fm/1422&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
Harbin Comprehensive News Channel,https://stream.hrbtv.net/xwzh/playlist.m3u8?_upt=ef41dd531755913594
广西卫视,http://58.57.40.22:9901/tsfile/live/1049_1.m3u8
西安新闻综合,https://xatv-yt.xiancity.cn/live/1/index.m3u8
杰森斯坦频道,http://cfss.cc/cdn/hy/21059588.m3u8
广东体育频道,http://8.138.7.223/tv/gd.php?id=0003
Astro_QJSXtv,http://rihou.cc:555/tv/[SX]Astro_QJ
天地争霸美猴王,http://live.nctv.top/huya.php?id=23735126
抗日游击队,http://live.nctv.top/huya.php?id=11352912
Fight Sports,https://smt.go-iptv.ggff.net/smart.php?id=Fs&token=Goiptv
曾江,http://live.nctv.top/huya.php?id=11601981
CCTV-5+高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
安徽影视频道,https://ahlive.ahwanyun.cn/live/8534e69a9af14e41a362bcef71d7896f/hls.m3u8
「河北」衡水文艺广播,https://tv.iill.top/fm/389&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
NOW体育7,http://vocotv.pro:80/live/robins/robins/715568.m3u8
RTC Telecalabria,https://w1.mediastreaming.it/calabriachannel/livestream/playlist.m3u8
哈尔滨生活,https://stream.hrbtv.net/shpd/playlist.m3u8
CCTV-06咪咕,http://j.s.bkpcp.top/jj/cctv6
虎牙-秦王李世明,http://live.nctv.top/huya.php?id=11336572
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd
宁夏卫视,http://113.15.109.216:59901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hubws
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
埋堆堆16,http://cfss.cc/cdn/hy/23903183.flv
速肌,http://live.nctv.top/huya.php?id=11279251
解说_越哥说电影,https://live.metshop.top/huya/15894162
古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
保定公共,http://8.138.7.223/tv/heb.php?id=0602
[BD]cctv6-电影,https://stream1.freetv.fun/cctv6-dian-ying-1.ctv
广州综合欣赏,http://rihou.cc:555/tv/[Cx]广州综合
经典女神频道,http://cfss.cc/cdn/hy/11352909.m3u8
「云南」文山交通广播,https://tv.iill.top/fm/1669&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
Al-Jazeera,https://smt.go-iptv.ggff.net/smart.php?id=aljazeera_twn&token=Goiptv
「甘肃」农村广播,https://tv.iill.top/fm/486&token=fa3bd0471517100d30e10a4923f393c563d7adb0d69c2f757fde5f1399576902
冷漠-多情的人不该相遇,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1041689&response=res&format=mp4&type=convert_url
长子综合,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8?zshanxd
广州电视4K,http://8.138.7.223/tv/gd.php?id=gz4k
埋堆堆33,http://live.nctv.top/huya.php?id=23734211
RM跑男,http://live.nctv.top/huya.php?id=11336725
野食小哥,http://live.nctv.top/huya.php?id=14363949
江苏教育,http://z.b.bkpcp.top/m.php?id=jsjy
周星驰吧,http://live.nctv.top/huya.php?id=21136378
陈瑞-有谁知道我在等你,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583218&response=res&format=mp4&type=convert_url
电影_功夫片,http://live.nctv.top/huya.php?id=11352941
新蔡综合,http://yp.qqqtv.top/1/api.php?id=%E6%96%B0%E8%94%A1%E7%BB%BC%E5%90%88&auth=666858
神雕侠侣古天乐版,http://cfss.cc/cdn/hy/23865171.flv
河北卫视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
国漫打戏天花板,http://live.nctv.top/huya.php?id=11352869
小草包QAQ,http://live.nctv.top/huya.php?id=139258
勇敢的心,http://live.nctv.top/huya.php?id=11602037
「河南」旅游广播·私家车999,https://tv.iill.top/fm/397&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
绝代双娇频道,http://cfss.cc/cdn/hy/29465867.m3u8
CCTV兵器,http://120.238.94.10:9901/tsfile/live/1096_1.m3u8
「虎牙」逆战,https://live.iill.top/huya/nsl2021
是你-梦然,https://vdse.bdstatic.com//f5fc719eff9f5bdb2ce15147dfc76b3c.mp4
CCTV-11咪咕,http://rihou.cc:555/tv/[mg]CCTV-11
广东卫视4K,http://8.138.7.223/tv/api.php?id=gdws4k
河北卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=yx4PAX&tk=FgM0vQMejxvG
CCTV8,http://8.138.7.223/tv/mgitv.php?id=44
梦中的那片海,http://www.douzhicloud.site:35455/huya/26355765
无线新闻欣赏,http://rihou.cc:555/tv/[Bx]无线新闻
辽宁|抚顺新闻综合,http://120.76.248.139/live/bfgd/4200000275.m3u8
卡酷少儿,http://8.138.7.223/tv/bj.php?id=0008
「斗鱼」英雄联盟 𝟙,https://live.iill.top/douyu/288016
「B站」CS 2,https://live.iill.top/bilibili/21622811
「浙江」音乐调频,https://tv.iill.top/fm/928&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
湖北卫视咪咕,http://rihou.cc:555/tv/[mg]湖北卫视
王纪超人,http://live.nctv.top/huya.php?id=21059551
Skynews,https://smt.go-iptv.ggff.net/smart.php?id=skynews_twn&token=Goiptv
鱼台电视,http://1.94.31.214/php/qilu.php?id=jiytxw
脱口秀大会4,http://live.nctv.top/huya.php?id=29465870
成都少儿频道,http://8.138.7.223/tv/cditv.php?id=cdse
福州交通之声,http://live.zohi.tv/audio/s10001-FM876/index.m3u8
[BD]cctv2,https://stream1.freetv.fun/cctv2-20.ctv
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142
CCTV-13 新闻,https://migu.188766.xyz/?migutoken=19469068871ea952d7eec108c27a6123&id=CCTV13&type=yy
海口新闻综合,http://8.138.7.223/tv/hainan.php?id=hktv11
经典影剧,http://lxajh.top/tv/douyu.php?id=3928
美亚电影国流,http://bxtv.3a.ink/api.php?id=meiya
纪录片之世界各地,http://zzy789.xyz/douyu1.php?id=8834003
「四川」绵阳交通广播,https://tv.iill.top/fm/2306&token=fa3bd0471517100d30e10a4923f393c563d7adb0d69c2f757fde5f1399576902
闽少康战情室,http://220.135.64.124:5050/ofiii207/index.m3u8?proxy=true
向阳花-神奇宝贝,http://live.nctv.top/huya.php?id=11602069
怒海潜沙,http://live.nctv.top/huya.php?id=11342415
贵州黄果树瀑布,https://gctxyc.liveplay.myqcloud.com/gc/nxspthhpl_1/index.m3u8
特辑电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778
解说_斌哥漫说,https://live.metshop.top/huya/18632116
高唐电视,http://1.94.31.214/php/qilu.php?id=lcgtzh
ANTV,https://smt.go-iptv.ggff.net/smart.php?id=viet_antv&token=Goiptv
小兔,http://live.nctv.top/huya.php?id=147948
文登TV1,http://1.94.31.214/php/qilu.php?id=whwd1
狄仁杰,http://live.nctv.top/huya.php?id=11342425
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
冷漠-再爱也没有用,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5834217&response=res&format=mp4&type=convert_url
秋月剪水,http://live.nctv.top/douyu.php?id=9588891
CCTV7,http://kkk.888.3116598.xyz/api.php?n=tttt&id=is7Yts&tk=FgM0vQMejxvG
昌邑经济生活,http://1.94.31.214/php/qilu.php?id=wfcyjj
Remember,http://live.nctv.top/huya.php?id=528222
野行涛哥海钓王,http://zzy789.xyz/douyu1.php?id=9329608
Cartoon Network,https://smt.go-iptv.ggff.net/smart.php?id=Cn&token=Goiptv
解说_俗哥看电影,https://live.metshop.top/huya/15452736
电影_推荐,http://live.nctv.top/huya.php?id=11602041
北京新闻,http://8.138.7.223/tv/bj.php?id=0007
荆门科教文旅,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江苏南京玄武湖,https://gctxyc.liveplay.myqcloud.com/gc/xwh01_1/index.m3u8
张卫健版西游记,http://live.nctv.top/huya.php?id=23728660
编辑部的故事,http://live.nctv.top/huya.php?id=21059591
港片 喜剧 动作,https://yylunbo.ottiptv.cc/yy/1355480591
霸哥,http://live.nctv.top/huya.php?id=189201
神乐影片1,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402
赛事睛彩广场,http://rihou.cc:555/tv/[mg]睛彩广场
CCTV-14高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
Discovery Tamil,https://smt.go-iptv.ggff.net/smart.php?id=discoverytamil_raj&token=Goiptv
[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-47.ctv
三国演义频道,http://cfss.cc/cdn/hy/11602081.m3u8
广东民生频道,http://m.061899.xyz/mg/gdms
笑看风云,http://live.nctv.top/huya.php?id=29465858
上虞经济文化 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
CI,https://smt.go-iptv.ggff.net/smart.php?id=ci_twn&token=Goiptv
赛事咪咕播22,http://rihou.cc:555/tv/[mg]咪咕播22
武威新闻,https://play.kankanlive.com/live/1693539781636986.m3u8
埋堆堆03,http://live.nctv.top/huya.php?id=23865152
四海钓鱼,http://8.138.7.223/tv/migu3.php?id=shdy
无线明珠欣赏,http://rihou.cc:555/tv/[Bx]无线明珠
爆笑小品,http://129.150.54.232:10001/yy/1354936214
都爱看,https://live.ottiptv.cc/huya/26058097
鳳凰衛視·中文「回看」,https://tv.iill.top/phenix/fhzw&token=fa3bd0471517100d30e10a4923f393c563d7adb0d69c2f757fde5f1399576902
NOW英超2,http://vocotv.pro:80/live/robins/robins/715573.m3u8
宋小宝,http://live.nctv.top/huya.php?id=11352907
[BD]广东体育高清,https://stream1.freetv.fun/yan-dong-ti-yu-gao-qing-12.ctv
解说_顾久撩电影,https://live.metshop.top/huya/16422212
海南自贸,http://8.138.7.223/tv/hainan.php?id=jjpd
东森综合斯特,https://smt.go-iptv.ggff.net/smart.php?id=ettvzhonghe&token=Goiptv
科幻Fans轮播,http://lxajh.top/tv/douyu.php?id=3508304
新婚快乐夜,https://hd.ijycnd.com/play/QdJZBrld/index.m3u8
西藏卫视,http://php.jdshipin.com/xztv.php?id=ws
和珅,http://live.nctv.top/huya.php?id=28272846
Tonghua TV,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/43ea5771aa44421591f9dfd2b71f1b9b/index.m3u8
丹,http://live.nctv.top/huya.php?id=11352935
kRYST4L,http://live.nctv.top/huya.php?id=222523
TG-老熊【平头哥】,http://live.nctv.top/huya.php?id=834622
广东珠江频道,http://8.138.7.223/tv/gd.php?id=0002
无线娱乐频特,http://zb.hpc.tw/smtv.php?id=Tvbentertainment
解说_疯狂解说家,https://live.metshop.top/huya/18366196
赛事咪咕播14,http://rihou.cc:555/tv/[mg]咪咕播14
埋堆堆30,http://live.nctv.top/huya.php?id=23863778
Fox News,https://smt.go-iptv.ggff.net/smart.php?id=foxnews_twn&token=Goiptv
陈瑞-分手了别来打扰我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5835684&response=res&format=mp4&type=convert_url
仙剑奇侠传,http://live.iill.top/yy.php?id=1382749903
阿尔法是只边牧,http://zzy789.xyz/douyu1.php?id=8662812
搞笑恐怖频道,http://cfss.cc/cdn/hy/11601960.m3u8
陈瑞-一生的等待,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583215&response=res&format=mp4&type=convert_url
动漫秀场,http://139.196.151.191/rtp/239.45.3.134:5140
北京生活,http://8.138.7.223/tv/bj.php?id=0006
动漫秀场,http://139.196.151.191:2051/rtp/239.45.3.134:5140
「安徽」综合广播,https://tv.iill.top/fm/599&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
电影_港片,http://129.150.54.232:10001/huya/11602043
三沙卫视,http://139.196.151.191:2051/rtp/239.45.1.82:5140
河南卫视,http://z.b.bkpcp.top/m.php?id=hnws
凤凰卫视·中文「回看」,https://tv.iill.top/phenix/fhzw&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
全纪实,http://139.196.151.191/rtp/239.45.3.135:5140
康巴卫视,http://139.196.214.238/rtp/239.45.1.251:5140
汕头经济生活,http://8.138.7.223/tv/gd.php?id=0402
内蒙古卫视,http://139.196.214.238/rtp/239.45.1.238:5140
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
云朵、刀郎、孙露、张雨生等经典怀旧歌曲6首HD,https://vdse.bdstatic.com//fa0ed7ad8657cc4d13972c3d9aa5ddbf.mp4
赛事咪咕播11,http://rihou.cc:555/tv/[mg]咪咕播11
「浙江」义乌交通广播,https://tv.iill.top/fm/2247&token=fa3bd0471517100d30e10a4923f393c563d7adb0d69c2f757fde5f1399576902
哈哈炫动,http://139.196.214.238/rtp/239.45.1.55:5140
国学频道,http://183.11.239.36:808/hls/23/index.m3u8
欢乐综艺,http://huanqiuzhibo.cn/manifest/douyu.php?id=131977
古墓系列,https://live.metshop.top/huya/11352913
重温经典,https://other.ottiptv.cc/cwjd.m3u8
Arirang HD,https://smt.go-iptv.ggff.net/smart.php?id=arirang_korea&token=Goiptv
NOW星影,http://bxtv.3a.ink/api.php?id=xingying
黑子的篮球3,http://live.nctv.top/huya.php?id=30080253
良心医疗剧,http://live.nctv.top/huya.php?id=11352890
澳視澳門,https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8
连续剧2,http://zzy789.xyz/douyu1.php?id=7623292
深圳卫视4k,http://go.bkpcp.top/mg/szws
非凡新闻斯特,https://smt.go-iptv.ggff.net/smart.php?id=feifannews_twn&token=Goiptv
「浙江」经济广播,https://tv.iill.top/fm/460&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
[HD]national geographic,https://stream1.freetv.fun/national-geographic-10.ctv
BR Nord Ⓖ,https://mcdn.br.de/br/fs/bfs_nord/hls/de/master.m3u8
「河南」洛阳综合广播,https://tv.iill.top/fm/1705&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
热门港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351
「电视伴音」重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
电影_宇宙,http://live.nctv.top/huya.php?id=11342428
赛事咪咕播35,http://rihou.cc:555/tv/[mg]咪咕播35
赛事咪咕播10,http://rihou.cc:555/tv/[mg]咪咕播10
雪豹,http://www.douzhicloud.site:35455/huya/29580970
扫黄先锋,http://www.douzhicloud.site:35455/huya/29465855
帽子（象棋）,http://live.nctv.top/douyu.php?id=4487219
赛事睛彩广场,http://rihou.cc:555/tv/[mg]睛彩广场|
王者明凯,http://live.nctv.top/huya.php?id=339124
动漫秀场,http://139.196.214.238/rtp/239.45.3.134:5140
河北影视,http://8.138.7.223/tv/heb.php?id=00042
解说_鱼丸电影,http://live.nctv.top/huya.php?id=16615910
POPC,http://bxtv.3a.ink/api.php?id=popc
国🔊抖播述述,http://rihou.cc:555/tv/26CBA抖述述
四驱兄弟,http://live.nctv.top/huya.php?id=11352922
斌哥解说漫贰,http://cfss.cc/cdn/hy/21059621.m3u8
虎牙-将夜,http://live.nctv.top/huya.php?id=11352885
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
「江苏」徐州交通广播,https://tv.iill.top/fm/878&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv
渔民老海,http://zzy789.xyz/douyu1.php?id=9272327
四川卫视,https://piccpndks.v.kcdnvip.com/audio/sichuan_2/index.m3u8
铜陵新闻综合,https://ls.qingting.fm/live/21303/64k.m3u8
重温经典,http://8.138.7.223/tv/cwjd.php
临沭电视,http://1.94.31.214/php/qilu.php?id=lyls1
新泰乡村,http://1.94.31.214/php/qilu.php?id=taxtxc
大唐双龙传,http://www.douzhicloud.site:35455/huya/29465850
黑龙江卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=Uaci54&tk=FgM0vQMejxvG
海南文旅,http://8.138.7.223/tv/hainan.php?id=wlpd
天龙八部,http://jiaojirentv.top/2020/yy.php?id=1382881708
Tnn24,https://smt.go-iptv.ggff.net/smart.php?id=tnn24_pat&token=Goiptv
解说_越哥说电影,http://live.nctv.top/huya.php?id=15894162
赛事咪咕播05,http://rihou.cc:555/tv/[mg]咪咕播05
天龙八部,http://live.iill.top/yy.php?id=1351814644
大盛魁,http://live.nctv.top/huya.php?id=30292086
魅力足球,http://gat.bkpcp.top/ymg.php?id=mlzq
重温经典频道,http://m.061899.xyz/mg/cwjd
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
pₒₚc电影欣赏,http://rihou.cc:555/tv/[Bx]pₒₚc电影
赛事睛彩篮球,http://rihou.cc:555/tv/[mg]睛彩篮球
河南|济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
hy-动漫解说-鸣鸣动漫,http://kkk.888.3116598.xyz/api.php?n=tttt&id=2Q3sxy&tk=FgM0vQMejxvG
[BD]discovery life,https://stream1.freetv.fun/discovery-life-3.ctv
黑龙江视高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
解说_默爷侃电影,http://live.nctv.top/huya.php?id=17204307
吉林卫视,http://183.11.239.36:808/hls/10/index.m3u8
神探夏洛克,http://live.nctv.top/huya.php?id=26355792
欢笑影院频道,http://cfss.cc/cdn/hy/11352894.m3u8
纬来电影斯特,https://smt.go-iptv.ggff.net/smart.php?id=videolandmovie&token=Goiptv
东营新闻综合,http://1.94.31.214/php/qilu.php?id=dyxwzh
深度对话,http://kkk.888.3116598.xyz/api.php?n=tttt&id=t9zanB&tk=FgM0vQMejxvG
灾难电影,https://live.metshop.top/huya/11352871
解说_涵哥评电影,http://live.nctv.top/huya.php?id=16865726
20250509 09:21:46,https://gitee.com/kabigo/tv/raw/master/assets/about1080p.mp4
Kiss Radio,http://api.kiss.com.tw/test/hichannel2.php?api=2
[BD]8 канал україна,https://stream1.freetv.fun/8-kanal-ukrayina-1.ctv
TNT Sports 3,https://smt.go-iptv.ggff.net/smart.php?id=5fea4d73db&token=Goiptv
微笑影视,https://live.ottiptv.cc/huya/25256065
嘉兴新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
虎牙-十大奇冤,http://live.nctv.top/huya.php?id=11352899
十四剑姬,http://live.nctv.top/huya.php?id=12214
东森戏剧斯特,https://smt.go-iptv.ggff.net/smart.php?id=ettvdrama&token=Goiptv
万里走单骑,http://129.150.54.232:10001/yy/1382736853
「河南」尉氏交通音乐广播,https://tv.iill.top/fm/2307&token=a1543aac9a440a1cbb3bf7933bd74c328f8b926ddd95a295b6bab0b329f1033d
CCTV-04咪咕,http://rihou.cc:555/tv/[mg]CCTV-04
南京教科,http://z.b.bkpcp.top/m.php?id=njkj
探索亚洲斯特,https://smt.go-iptv.ggff.net/smart.php?id=discoverytwn_twn&token=Goiptv
赛事睛彩青少,http://rihou.cc:555/tv/[mg]睛彩青少|
CCTV-13高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
全运闭幕咪咕,http://rihou.cc:555/tv/[mv]闭幕咪咕
Astro Golf,https://smt.go-iptv.ggff.net/smart.php?id=Agolf&token=Goiptv
赛事睛彩青少,http://rihou.cc:555/tv/[mg]睛彩青少
石家庄文化娱乐,http://nn.7x9d.cn/石家庄.php?id=6
